Time (s)   Float Heave (m) Plate Heave (m)
38.80          -0.71996050    -21.29395279
38.81          -0.71996015    -21.29395143
38.82          -0.71995979    -21.29395005
38.83          -0.71995945    -21.29394867
38.84          -0.71995911    -21.29394728
38.85          -0.71995878    -21.29394587
38.86          -0.71995846    -21.29394446
38.87          -0.71995814    -21.29394303
38.88          -0.71995783    -21.29394160
38.89          -0.71995752    -21.29394015
38.90          -0.71995722    -21.29393869
38.91          -0.71995693    -21.29393722
38.92          -0.71995665    -21.29393574
38.93          -0.71995637    -21.29393425
38.94          -0.71995609    -21.29393275
38.95          -0.71995583    -21.29393124
38.96          -0.71995557    -21.29392972
38.97          -0.71995532    -21.29392819
38.98          -0.71995507    -21.29392665
38.99          -0.71995483    -21.29392509
39.00          -0.71995460    -21.29392353
39.01          -0.71995438    -21.29392195
39.02          -0.71995416    -21.29392037
39.03          -0.71995394    -21.29391877
39.04          -0.71995374    -21.29391717
39.05          -0.71995354    -21.29391555
39.06          -0.71995335    -21.29391392
39.07          -0.71995316    -21.29391228
39.08          -0.71995299    -21.29391063
39.09          -0.71995282    -21.29390897
39.10          -0.71995265    -21.29390730
39.11          -0.71995249    -21.29390562
39.12          -0.71995234    -21.29390393
39.13          -0.71995220    -21.29390223
39.14          -0.71995206    -21.29390051
39.15          -0.71995193    -21.29389879
39.16          -0.71995181    -21.29389706
39.17          -0.71995169    -21.29389531
39.18          -0.71995158    -21.29389356
39.19          -0.71995148    -21.29389179
39.20          -0.71995138    -21.29389002
39.21          -0.71995129    -21.29388823
39.22          -0.71995121    -21.29388643
39.23          -0.71995113    -21.29388463
39.24          -0.71995106    -21.29388281
39.25          -0.71995100    -21.29388098
39.26          -0.71995094    -21.29387914
39.27          -0.71995089    -21.29387729
39.28          -0.71995085    -21.29387543
39.29          -0.71995081    -21.29387356
39.30          -0.71995078    -21.29387168
39.31          -0.71995076    -21.29386979
39.32          -0.71995075    -21.29386789
39.33          -0.71995074    -21.29386597
39.34          -0.71995073    -21.29386405
39.35          -0.71995074    -21.29386212
39.36          -0.71995074    -21.29386017
39.37          -0.71995076    -21.29385822
39.38          -0.71995078    -21.29385625
39.39          -0.71995081    -21.29385428
39.40          -0.71995085    -21.29385229
39.41          -0.71995089    -21.29385030
39.42          -0.71995094    -21.29384829
39.43          -0.71995099    -21.29384627
39.44          -0.71995105    -21.29384425
39.45          -0.71995112    -21.29384221
39.46          -0.71995119    -21.29384016
39.47          -0.71995127    -21.29383810
39.48          -0.71995135    -21.29383603
39.49          -0.71995144    -21.29383395
39.50          -0.71995154    -21.29383186
39.51          -0.71995164    -21.29382976
39.52          -0.71995175    -21.29382765
39.53          -0.71995187    -21.29382553
39.54          -0.71995199    -21.29382340
39.55          -0.71995211    -21.29382126
39.56          -0.71995225    -21.29381911
39.57          -0.71995238    -21.29381695
39.58          -0.71995253    -21.29381478
39.59          -0.71995268    -21.29381259
39.60          -0.71995283    -21.29381040
39.61          -0.71995299    -21.29380820
39.62          -0.71995316    -21.29380598
39.63          -0.71995333    -21.29380376
39.64          -0.71995351    -21.29380153
39.65          -0.71995369    -21.29379928
39.66          -0.71995388    -21.29379703
39.67          -0.71995407    -21.29379476
39.68          -0.71995427    -21.29379249
39.69          -0.71995447    -21.29379020
39.70          -0.71995468    -21.29378791
39.71          -0.71995489    -21.29378560
39.72          -0.71995511    -21.29378329
39.73          -0.71995533    -21.29378096
39.74          -0.71995556    -21.29377862
39.75          -0.71995579    -21.29377628
39.76          -0.71995603    -21.29377392
39.77          -0.71995627    -21.29377155
39.78          -0.71995651    -21.29376918
39.79          -0.71995677    -21.29376679
39.80          -0.71995702    -21.29376439
39.81          -0.71995728    -21.29376198
39.82          -0.71995754    -21.29375957
39.83          -0.71995781    -21.29375714
39.84          -0.71995809    -21.29375470
39.85          -0.71995836    -21.29375225
39.86          -0.71995864    -21.29374979
39.87          -0.71995893    -21.29374732
39.88          -0.71995922    -21.29374485
39.89          -0.71995951    -21.29374236
39.90          -0.71995981    -21.29373986
39.91          -0.71996011    -21.29373735
39.92          -0.71996042    -21.29373483
39.93          -0.71996072    -21.29373230
39.94          -0.71996104    -21.29372976
39.95          -0.71996135    -21.29372721
39.96          -0.71996167    -21.29372465
39.97          -0.71996199    -21.29372209
39.98          -0.71996232    -21.29371951
39.99          -0.71996265    -21.29371692
40.00          -0.71996298    -21.29371432
