Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
333.27              0.0546          3.1299
333.30              0.0539          3.0874
333.33              0.0531          3.0446
333.36              0.0524          3.0016
333.39              0.0516          2.9582
333.42              0.0508          2.9146
333.45              0.0501          2.8708
333.48              0.0493          2.8267
333.51              0.0485          2.7823
333.54              0.0478          2.7376
333.57              0.0470          2.6928
333.60              0.0462          2.6476
333.63              0.0454          2.6022
333.66              0.0446          2.5566
333.69              0.0438          2.5108
333.72              0.0430          2.4647
333.75              0.0422          2.4184
333.78              0.0414          2.3719
333.81              0.0406          2.3252
333.84              0.0397          2.2782
333.87              0.0389          2.2311
333.90              0.0381          2.1838
333.93              0.0373          2.1362
333.96              0.0364          2.0885
333.99              0.0356          2.0405
334.02              0.0348          1.9924
334.05              0.0339          1.9441
334.08              0.0331          1.8957
334.11              0.0322          1.8470
334.14              0.0314          1.7982
334.17              0.0305          1.7492
334.20              0.0297          1.7001
334.23              0.0288          1.6508
334.26              0.0279          1.6014
334.29              0.0271          1.5518
334.32              0.0262          1.5021
334.35              0.0253          1.4523
334.38              0.0245          1.4023
334.41              0.0236          1.3522
334.44              0.0227          1.3020
334.47              0.0218          1.2516
334.50              0.0210          1.2012
334.53              0.0201          1.1506
334.56              0.0192          1.1000
334.59              0.0183          1.0492
334.62              0.0174          0.9984
334.65              0.0165          0.9474
334.68              0.0156          0.8964
334.71              0.0147          0.8453
334.74              0.0139          0.7942
334.77              0.0130          0.7429
334.80              0.0121          0.6916
334.83              0.0112          0.6403
334.86              0.0103          0.5888
334.89              0.0094          0.5374
334.92              0.0085          0.4859
334.95              0.0076          0.4343
334.98              0.0067          0.3827
335.01              0.0058          0.3311
335.04              0.0049          0.2795
335.07              0.0040          0.2278
335.10              0.0031          0.1761
335.13              0.0022          0.1244
335.16              0.0013          0.0727
335.19              0.0004          0.0210
335.22             -0.0005         -0.0307
335.25             -0.0014         -0.0824
335.28             -0.0023         -0.1341
335.31             -0.0032         -0.1857
335.34             -0.0041         -0.2374
335.37             -0.0050         -0.2890
335.40             -0.0059         -0.3406
335.43             -0.0068         -0.3921
335.46             -0.0077         -0.4436
335.49             -0.0086         -0.4951
335.52             -0.0095         -0.5465
335.55             -0.0104         -0.5978
335.58             -0.0113         -0.6491
335.61             -0.0122         -0.7004
335.64             -0.0131         -0.7515
335.67             -0.0140         -0.8026
335.70             -0.0149         -0.8536
335.73             -0.0158         -0.9045
335.76             -0.0167         -0.9554
335.79             -0.0176         -1.0061
335.82             -0.0184         -1.0568
335.85             -0.0193         -1.1073
335.88             -0.0202         -1.1578
335.91             -0.0211         -1.2081
335.94             -0.0220         -1.2583
335.97             -0.0228         -1.3084
336.00             -0.0237         -1.3583
336.03             -0.0246         -1.4082
336.06             -0.0254         -1.4579
336.09             -0.0263         -1.5074
336.12             -0.0272         -1.5568
336.15             -0.0280         -1.6061
336.18             -0.0289         -1.6552
336.21             -0.0297         -1.7042
336.24             -0.0306         -1.7530
336.27             -0.0314         -1.8016
