Time (s)    Heave_Spectrum (m)    Heave_Eta (m)    Difference (m)
   111.975         -1.83493634       -1.83493634       -4.0590e-12
   111.990         -1.83453046       -1.83453046       -4.0346e-12
   112.005         -1.83411549       -1.83411549       -4.0081e-12
   112.020         -1.83369193       -1.83369193       -3.9797e-12
   112.035         -1.83326030       -1.83326030       -3.9495e-12
   112.050         -1.83282113       -1.83282113       -3.9175e-12
   112.065         -1.83237493       -1.83237493       -3.8836e-12
   112.080         -1.83192223       -1.83192223       -3.8478e-12
   112.095         -1.83146355       -1.83146355       -3.8103e-12
   112.110         -1.83099942       -1.83099942       -3.7710e-12
   112.125         -1.83053036       -1.83053036       -3.7299e-12
   112.140         -1.83005690       -1.83005690       -3.6873e-12
   112.155         -1.82957956       -1.82957956       -3.6429e-12
   112.170         -1.82909885       -1.82909885       -3.5969e-12
   112.185         -1.82861529       -1.82861529       -3.5494e-12
   112.200         -1.82812941       -1.82812941       -3.5003e-12
   112.215         -1.82764171       -1.82764171       -3.4497e-12
   112.230         -1.82715269       -1.82715269       -3.3975e-12
   112.245         -1.82666287       -1.82666287       -3.3440e-12
   112.260         -1.82617273       -1.82617273       -3.2889e-12
   112.275         -1.82568278       -1.82568278       -3.2325e-12
   112.290         -1.82519349       -1.82519349       -3.1746e-12
   112.305         -1.82470535       -1.82470535       -3.1155e-12
   112.320         -1.82421882       -1.82421882       -3.0551e-12
   112.335         -1.82373438       -1.82373438       -2.9934e-12
   112.350         -1.82325248       -1.82325248       -2.9303e-12
   112.365         -1.82277357       -1.82277357       -2.8662e-12
   112.380         -1.82229809       -1.82229809       -2.8009e-12
   112.395         -1.82182648       -1.82182648       -2.7345e-12
   112.410         -1.82135915       -1.82135915       -2.6668e-12
   112.425         -1.82089651       -1.82089651       -2.5981e-12
   112.440         -1.82043897       -1.82043897       -2.5284e-12
   112.455         -1.81998692       -1.81998692       -2.4578e-12
   112.470         -1.81954074       -1.81954074       -2.3863e-12
   112.485         -1.81910080       -1.81910080       -2.3139e-12
   112.500         -1.81866745       -1.81866745       -2.2407e-12
   112.515         -1.81824104       -1.81824104       -2.1665e-12
   112.530         -1.81782191       -1.81782191       -2.0914e-12
   112.545         -1.81741037       -1.81741037       -2.0157e-12
   112.560         -1.81700674       -1.81700674       -1.9391e-12
   112.575         -1.81661130       -1.81661130       -1.8618e-12
   112.590         -1.81622434       -1.81622434       -1.7839e-12
   112.605         -1.81584613       -1.81584613       -1.7055e-12
   112.620         -1.81547692       -1.81547692       -1.6265e-12
   112.635         -1.81511696       -1.81511696       -1.5470e-12
   112.650         -1.81476647       -1.81476647       -1.4668e-12
   112.665         -1.81442566       -1.81442566       -1.3862e-12
   112.680         -1.81409474       -1.81409474       -1.3054e-12
   112.695         -1.81377389       -1.81377389       -1.2241e-12
   112.710         -1.81346327       -1.81346327       -1.1424e-12
   112.725         -1.81316305       -1.81316305       -1.0605e-12
   112.740         -1.81287337       -1.81287337       -9.7811e-13
   112.755         -1.81259435       -1.81259435       -8.9551e-13
   112.770         -1.81232610       -1.81232610       -8.1291e-13
   112.785         -1.81206873       -1.81206873       -7.3008e-13
   112.800         -1.81182231       -1.81182231       -6.4704e-13
   112.815         -1.81158691       -1.81158691       -5.6377e-13
   112.830         -1.81136259       -1.81136259       -4.8050e-13
   112.845         -1.81114939       -1.81114939       -3.9724e-13
   112.860         -1.81094733       -1.81094733       -3.1397e-13
   112.875         -1.81075641       -1.81075641       -2.3070e-13
   112.890         -1.81057665       -1.81057665       -1.4744e-13
   112.905         -1.81040801       -1.81040801       -6.4393e-14
   112.920         -1.81025047       -1.81025047        1.8652e-14
   112.935         -1.81010398       -1.81010398        1.0125e-13
   112.950         -1.80996848       -1.80996848        1.8385e-13
   112.965         -1.80984389       -1.80984389        2.6601e-13
   112.980         -1.80973014       -1.80973014        3.4817e-13
   112.995         -1.80962712       -1.80962712        4.3010e-13
   113.010         -1.80953472       -1.80953472        5.1137e-13
   113.025         -1.80945281       -1.80945281        5.9264e-13
   113.040         -1.80938126       -1.80938126        6.7346e-13
   113.055         -1.80931992       -1.80931992        7.5362e-13
   113.070         -1.80926862       -1.80926862        8.3333e-13
   113.085         -1.80922720       -1.80922720        9.1260e-13
   113.100         -1.80919546       -1.80919546        9.9143e-13
   113.115         -1.80917323       -1.80917323        1.0696e-12
   113.130         -1.80916028       -1.80916028        1.1473e-12
   113.145         -1.80915640       -1.80915640        1.2241e-12
   113.160         -1.80916138       -1.80916138        1.3005e-12
   113.175         -1.80917497       -1.80917497        1.3762e-12
   113.190         -1.80919692       -1.80919692        1.4513e-12
   113.205         -1.80922700       -1.80922700        1.5257e-12
   113.220         -1.80926493       -1.80926493        1.5992e-12
   113.235         -1.80931046       -1.80931046        1.6720e-12
   113.250         -1.80936329       -1.80936329        1.7439e-12
   113.265         -1.80942315       -1.80942315        1.8150e-12
   113.280         -1.80948976       -1.80948976        1.8854e-12
   113.295         -1.80956280       -1.80956280        1.9549e-12
   113.310         -1.80964199       -1.80964199        2.0233e-12
   113.325         -1.80972701       -1.80972701        2.0908e-12
   113.340         -1.80981756       -1.80981756        2.1574e-12
   113.355         -1.80991331       -1.80991331        2.2231e-12
   113.370         -1.81001395       -1.81001395        2.2877e-12
   113.385         -1.81011915       -1.81011916        2.3515e-12
   113.400         -1.81022860       -1.81022860        2.4141e-12
   113.415         -1.81034195       -1.81034195        2.4756e-12
   113.430         -1.81045888       -1.81045888        2.5360e-12
   113.445         -1.81057905       -1.81057905        2.5953e-12
   113.460         -1.81070214       -1.81070214        2.6534e-12
   113.475         -1.81082780       -1.81082780        2.7105e-12
   113.490         -1.81095572       -1.81095572        2.7662e-12
   113.505         -1.81108554       -1.81108554        2.8209e-12
   113.520         -1.81121695       -1.81121695        2.8744e-12
   113.535         -1.81134960       -1.81134960        2.9265e-12
   113.550         -1.81148318       -1.81148318        2.9776e-12
   113.565         -1.81161734       -1.81161734        3.0274e-12
   113.580         -1.81175178       -1.81175178        3.0758e-12
   113.595         -1.81188617       -1.81188617        3.1228e-12
   113.610         -1.81202019       -1.81202019        3.1688e-12
   113.625         -1.81215354       -1.81215354        3.2132e-12
   113.640         -1.81228590       -1.81228590        3.2563e-12
   113.655         -1.81241697       -1.81241697        3.2983e-12
   113.670         -1.81254645       -1.81254645        3.3387e-12
   113.685         -1.81267406       -1.81267406        3.3777e-12
   113.700         -1.81279952       -1.81279952        3.4155e-12
   113.715         -1.81292253       -1.81292253        3.4519e-12
   113.730         -1.81304285       -1.81304285        3.4870e-12
   113.745         -1.81316019       -1.81316019        3.5205e-12
   113.760         -1.81327432       -1.81327432        3.5527e-12
   113.775         -1.81338499       -1.81338499        3.5834e-12
   113.790         -1.81349195       -1.81349195        3.6127e-12
   113.805         -1.81359499       -1.81359499        3.6406e-12
   113.820         -1.81369390       -1.81369390        3.6671e-12
   113.835         -1.81378845       -1.81378845        3.6919e-12
   113.850         -1.81387847       -1.81387847        3.7155e-12
   113.865         -1.81396376       -1.81396376        3.7375e-12
   113.880         -1.81404415       -1.81404415        3.7581e-12
   113.895         -1.81411948       -1.81411948        3.7774e-12
   113.910         -1.81418960       -1.81418960        3.7950e-12
   113.925         -1.81425438       -1.81425438        3.8112e-12
   113.940         -1.81431369       -1.81431369        3.8261e-12
   113.955         -1.81436742       -1.81436742        3.8394e-12
   113.970         -1.81441547       -1.81441547        3.8511e-12
   113.985         -1.81445776       -1.81445776        3.8616e-12
   114.000         -1.81449421       -1.81449421        3.8707e-12
   114.015         -1.81452476       -1.81452476        3.8782e-12
   114.030         -1.81454938       -1.81454938        3.8842e-12
   114.045         -1.81456804       -1.81456804        3.8887e-12
   114.060         -1.81458072       -1.81458072        3.8918e-12
   114.075         -1.81458742       -1.81458742        3.8936e-12
   114.090         -1.81458815       -1.81458815        3.8940e-12
   114.105         -1.81458296       -1.81458296        3.8929e-12
   114.120         -1.81457188       -1.81457188        3.8904e-12
   114.135         -1.81455497       -1.81455497        3.8867e-12
   114.150         -1.81453231       -1.81453231        3.8813e-12
   114.165         -1.81450400       -1.81450400        3.8747e-12
   114.180         -1.81447014       -1.81447014        3.8667e-12
   114.195         -1.81443085       -1.81443085        3.8574e-12
   114.210         -1.81438628       -1.81438628        3.8465e-12
   114.225         -1.81433658       -1.81433658        3.8345e-12
   114.240         -1.81428193       -1.81428193        3.8212e-12
   114.255         -1.81422250       -1.81422250        3.8063e-12
   114.270         -1.81415851       -1.81415851        3.7903e-12
   114.285         -1.81409018       -1.81409018        3.7732e-12
   114.300         -1.81401773       -1.81401773        3.7546e-12
   114.315         -1.81394143       -1.81394143        3.7348e-12
   114.330         -1.81386154       -1.81386154        3.7137e-12
   114.345         -1.81377834       -1.81377834        3.6913e-12
   114.360         -1.81369214       -1.81369214        3.6677e-12
   114.375         -1.81360324       -1.81360324        3.6431e-12
   114.390         -1.81351199       -1.81351199        3.6171e-12
   114.405         -1.81341873       -1.81341873        3.5902e-12
   114.420         -1.81332383       -1.81332383        3.5623e-12
   114.435         -1.81322765       -1.81322765        3.5332e-12
