Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     Body1_x (m)     Body1_y (m)     Body1_z (m)     
252.96              -5.2936         0.0000          -0.6719         -5.2196         0.0000          -21.3041        
253.02              -5.2933         0.0000          -0.6711         -5.2199         0.0000          -21.3034        
253.08              -5.2930         0.0000          -0.6704         -5.2202         0.0000          -21.3028        
253.14              -5.2926         0.0000          -0.6697         -5.2206         0.0000          -21.3021        
253.20              -5.2922         0.0000          -0.6691         -5.2209         0.0000          -21.3014        
253.26              -5.2918         0.0000          -0.6685         -5.2213         0.0000          -21.3007        
253.32              -5.2914         0.0000          -0.6680         -5.2218         0.0000          -21.3000        
253.38              -5.2910         0.0000          -0.6676         -5.2222         0.0000          -21.2992        
253.44              -5.2905         0.0000          -0.6672         -5.2227         0.0000          -21.2985        
253.50              -5.2901         0.0000          -0.6669         -5.2232         0.0000          -21.2977        
253.56              -5.2896         0.0000          -0.6667         -5.2237         0.0000          -21.2969        
253.62              -5.2892         0.0000          -0.6665         -5.2243         0.0000          -21.2962        
253.68              -5.2887         0.0000          -0.6663         -5.2249         0.0000          -21.2954        
253.74              -5.2882         0.0000          -0.6663         -5.2255         0.0000          -21.2946        
253.80              -5.2878         0.0000          -0.6663         -5.2261         0.0000          -21.2938        
253.86              -5.2873         0.0000          -0.6663         -5.2268         0.0000          -21.2930        
253.92              -5.2869         0.0000          -0.6665         -5.2275         0.0000          -21.2922        
253.98              -5.2864         0.0000          -0.6667         -5.2283         0.0000          -21.2914        
254.04              -5.2860         0.0000          -0.6669         -5.2290         0.0000          -21.2906        
254.10              -5.2855         0.0000          -0.6672         -5.2299         0.0000          -21.2898        
254.16              -5.2851         0.0000          -0.6676         -5.2307         0.0000          -21.2889        
254.22              -5.2847         0.0000          -0.6680         -5.2316         0.0000          -21.2881        
254.28              -5.2843         0.0000          -0.6685         -5.2325         0.0000          -21.2873        
254.34              -5.2840         0.0000          -0.6691         -5.2335         0.0000          -21.2865        
254.40              -5.2836         0.0000          -0.6697         -5.2345         0.0000          -21.2857        
254.46              -5.2833         0.0000          -0.6704         -5.2355         0.0000          -21.2849        
254.52              -5.2830         0.0000          -0.6711         -5.2366         0.0000          -21.2841        
254.58              -5.2827         0.0000          -0.6719         -5.2377         0.0000          -21.2834        
